label,coordinate 0,coordinate 1,coordinate 2,coordinate 3,coordinate 4,coordinate 5,coordinate 6,coordinate 7,coordinate 8,coordinate 9,coordinate 10,coordinate 11,coordinate 12,coordinate 13,coordinate 14,coordinate 15,coordinate 16,coordinate 17,coordinate 18,coordinate 19,coordinate 20,coordinate 21,coordinate 22,coordinate 23,coordinate 24,coordinate 25,coordinate 26,coordinate 27,coordinate 28,coordinate 29,coordinate 30,coordinate 31,coordinate 32,coordinate 33,coordinate 34,coordinate 35,coordinate 36,coordinate 37,coordinate 38,coordinate 39,coordinate 40,coordinate 41,coordinate 42,coordinate 43,coordinate 44,coordinate 45,coordinate 46,coordinate 47,coordinate 48,coordinate 49,coordinate 50,coordinate 51,coordinate 52,coordinate 53,coordinate 54,coordinate 55,coordinate 56,coordinate 57,coordinate 58,coordinate 59,coordinate 60,coordinate 61,coordinate 62
down,0.6994328498840332,0.6943076252937317,-5.125000939187885e-07,0.6482006907463074,0.6235924959182739,-0.01362672355026,0.6207209229469299,0.5375238656997681,-0.0201442521065473,0.607638955116272,0.4670619070529938,-0.0285377837717533,0.6002717614173889,0.4162813723087311,-0.0305005833506584,0.6551914215087891,0.4723264276981354,0.0038913507014513,0.6309407949447632,0.4290655255317688,-0.0234259534627199,0.6343106627464294,0.4985056519508362,-0.0333129242062568,0.6485334038734436,0.5136444568634033,-0.0360103212296962,0.687628984451294,0.4806560575962066,-0.0001514383038738,0.6600383520126343,0.441826194524765,-0.0308961756527423,0.6610189080238342,0.5208923816680908,-0.0305466055870056,0.6748570799827576,0.5274919867515564,-0.0222713463008403,0.7228537797927856,0.49309241771698,-0.0097421212121844,0.6930142641067505,0.460825502872467,-0.0392407141625881,0.689506471157074,0.5366062521934509,-0.0247875750064849,0.7038333415985107,0.5440183877944946,-0.0071202218532562,0.7570565342903137,0.5101600885391235,-0.0211480427533388,0.7279232144355774,0.4821395874023437,-0.0332798175513744,0.7218471169471741,0.5317521691322327,-0.0201655402779579,0.7347098588943481,0.541901707649231,-0.0060516237281262
down,0.2874281108379364,0.7247307896614075,-7.136205795177375e-07,0.3332526385784149,0.6453104019165039,-0.0044719148427248,0.353995680809021,0.5568667650222778,-0.0043066251091659,0.3616591989994049,0.48820361495018,-0.0105954213067889,0.3592400252819061,0.43645840883255,-0.0127343814820051,0.3223948776721954,0.5003613233566284,0.0269693303853273,0.3293585777282715,0.4498390853404999,-0.0017851494485512,0.3330234289169311,0.5127269625663757,-0.0173777025192976,0.3273749649524688,0.5465003252029419,-0.0225498620420694,0.2903189957141876,0.5041134357452393,0.0175051819533109,0.3013060092926025,0.4653738141059875,-0.01331327855587,0.3096919953823089,0.5395382046699524,-0.021652340888977,0.3029464185237884,0.5633373856544495,-0.0190731640905141,0.2583869099617004,0.5169218182563782,0.0019504043739289,0.2679003477096557,0.4786365330219269,-0.0288087371736764,0.2799511551856994,0.5499371290206909,-0.0215369500219821,0.2747019231319427,0.5751134753227234,-0.0076511483639478,0.2233529686927795,0.5381702184677124,-0.0144624933600425,0.2347283512353897,0.5029051899909973,-0.0268109310418367,0.2479198426008224,0.5506337285041809,-0.0145521257072687,0.2467059791088104,0.5712733268737793,-0.0007090623839758
down,0.617012619972229,0.6868340969085693,-6.380658419402607e-07,0.57058185338974,0.6241962909698486,-0.0118777947500348,0.552030086517334,0.5371637344360352,-0.0145510667935013,0.5448099374771118,0.4730151295661926,-0.0189130082726478,0.5346505641937256,0.4239024519920349,-0.0188472475856542,0.5886152982711792,0.4815093278884887,0.0088079208508133,0.57843416929245,0.4622735381126404,-0.0130841974169015,0.5802226066589355,0.5216864347457886,-0.0235227830708026,0.587841272354126,0.5334535241127014,-0.0281792152673006,0.6216874718666077,0.4898597300052643,0.0039768777787685,0.6074514985084534,0.4814202785491943,-0.0170058961957693,0.6029033064842224,0.5416520237922668,-0.0186572466045618,0.6090176105499268,0.5406941771507263,-0.0158085227012634,0.6550884246826172,0.5104318857192993,-0.006079229991883,0.6398078799247742,0.4963604509830475,-0.0300259534269571,0.6308068037033081,0.5502774715423584,-0.0196273196488618,0.6365799307823181,0.5508333444595337,-0.0076496945694088,0.6859541535377502,0.5356535315513611,-0.0176431350409984,0.6738238334655762,0.5152915716171265,-0.028737936168909,0.6597746014595032,0.5541221499443054,-0.0173043254762887,0.6629785895347595,0.5630747079849243,-0.0058739995583891
down,0.3006295561790466,0.6737774610519409,-6.232621672097594e-07,0.348135769367218,0.6060563325881958,-0.007175447884947,0.372517466545105,0.5174140334129333,-0.0053050247952342,0.3837074339389801,0.4508412778377533,-0.0078606437891721,0.3898806571960449,0.4023807644844055,-0.0040047983638942,0.3456487953662872,0.4626147747039795,0.0248533003032207,0.3559761047363281,0.4128997325897217,-0.0024848505854606,0.3551588058471679,0.4810256958007812,-0.0142423762008547,0.3476363122463226,0.5016501545906067,-0.016710840165615,0.3136500418186188,0.4654683470726013,0.0182916522026062,0.3267500400543213,0.4214172065258026,-0.0099178021773695,0.3300910294055938,0.501853883266449,-0.0130034247413277,0.3221063613891601,0.5158473253250122,-0.006643044296652,0.2803431451320648,0.4715660810470581,0.0051126102916896,0.2883705794811249,0.4244529008865356,-0.0245965104550123,0.2966393530368805,0.5023680925369263,-0.0129337571561336,0.2904586493968963,0.5231857299804688,0.0042737354524433,0.2429193258285522,0.4815506339073181,-0.0090597514063119,0.2545273900032043,0.433359682559967,-0.0203246641904115,0.2640899419784546,0.484954684972763,-0.0050415112636983,0.2595764100551605,0.5075386762619019,0.0115893557667732
down,0.3103732764720917,0.6826862096786499,-6.560297265423287e-07,0.3557222187519073,0.6033295392990112,-0.0075316238217055,0.3741077184677124,0.5193880200386047,-0.0080152032896876,0.3871011435985565,0.4545062780380249,-0.0138098839670419,0.397239625453949,0.4030272662639618,-0.0137379514053463,0.3384256064891815,0.4614981412887573,0.0289750285446643,0.3595917820930481,0.4181081652641296,0.0009367003804072,0.3605129718780517,0.480027437210083,-0.011616432107985,0.3482276201248169,0.4917348325252533,-0.0158217344433069,0.3079235255718231,0.4683913886547088,0.0208874158561229,0.3352088630199432,0.4295060038566589,-0.0080806333571672,0.3376319408416748,0.5073203444480896,-0.0127821834757924,0.3223978579044342,0.5112301707267761,-0.0085308998823165,0.2764078378677368,0.4824586808681488,0.0055605969391763,0.2988045513629913,0.4426418542861938,-0.026603665202856,0.3052064776420593,0.5174156427383423,-0.019881647080183,0.2902334034442901,0.5259667634963989,-0.0066764950752258,0.2428383231163025,0.5034841895103455,-0.0107702445238828,0.2633857131004333,0.4614931344985962,-0.0237281173467636,0.2739196419715881,0.509182333946228,-0.01225012447685,0.2645121812820434,0.5250972509384155,0.0008149954373948
down,0.7322269082069397,0.7145329713821411,-6.203851512509573e-07,0.680280327796936,0.648786187171936,-0.0114105362445116,0.6475529670715332,0.559799075126648,-0.0164040718227624,0.6332575082778931,0.4861579537391662,-0.024551847949624,0.6341902017593384,0.432024210691452,-0.0265944208949804,0.6739068031311035,0.4970319867134094,0.0102429753169417,0.6642223000526428,0.4484027624130249,-0.0202755331993103,0.6694276928901672,0.5170134902000427,-0.0325465276837348,0.6783458590507507,0.5417779088020325,-0.0354219935834407,0.7106244564056396,0.5039685368537903,0.0046022897586226,0.6975551843643188,0.4602007567882538,-0.029651777818799,0.6986638307571411,0.5416284799575806,-0.0324263051152229,0.7041873335838318,0.557059645652771,-0.0249896347522735,0.749204695224762,0.5149894952774048,-0.0069202538579702,0.7333894371986389,0.4781333804130554,-0.0406381823122501,0.7292325496673584,0.5561869144439697,-0.0269251242280006,0.7321980595588684,0.5703632831573486,-0.0078981406986713,0.7850812673568726,0.5317559242248535,-0.0197479017078876,0.7695580720901489,0.5011774301528931,-0.0335309468209743,0.7615200877189636,0.5527961254119873,-0.0194215234369039,0.76409512758255,0.5669872164726257,-0.0038712676614522
down,0.2909846603870392,0.674220860004425,-5.803388489766803e-07,0.3413832187652588,0.6155046820640564,-0.0138411149382591,0.3684355616569519,0.5314388275146484,-0.0127201676368713,0.3820791244506836,0.4666723608970642,-0.0120988432317972,0.3954708576202392,0.419332355260849,-0.003565196879208,0.340080201625824,0.4720474779605865,0.0161898992955684,0.3554148972034454,0.429539144039154,-0.0099218813702464,0.3518423736095428,0.4941527843475342,-0.0206777490675449,0.3424834609031677,0.4995853006839752,-0.024151662364602,0.3067418038845062,0.4780060946941376,0.0131977573037147,0.3271223902702331,0.4336223602294922,-0.0132424095645546,0.3277507126331329,0.5107542872428894,-0.016469657421112,0.3173727393150329,0.5101608037948608,-0.0119729591533541,0.2732636630535126,0.4880238771438598,0.0034945989027619,0.2896526455879211,0.4500015377998352,-0.0250629428774118,0.2946811020374298,0.5226240158081055,-0.0169791616499423,0.2839344143867492,0.5237447619438171,-0.0044964766129851,0.2393961995840072,0.5013548731803894,-0.007591055240482,0.2549987137317657,0.4711230099201202,-0.017637675628066,0.264192134141922,0.5192354321479797,-0.0051693017594516,0.256723552942276,0.5299016237258911,0.007393563631922
down,0.2900274693965912,0.7240496873855591,-5.703452075067617e-07,0.3402891457080841,0.6589629054069519,-0.0065862033516168,0.361353188753128,0.5697483420372009,-0.0047004912048578,0.3722845017910003,0.5003555417060852,-0.0078094601631164,0.3821523785591125,0.4513733386993408,-0.0048774001188576,0.3475566506385803,0.5103273391723633,0.0259978882968425,0.3496150970458984,0.4500782787799835,-0.0034509480465203,0.3476931452751159,0.5152936577796936,-0.015414304099977,0.3455544412136078,0.5411780476570129,-0.0169411823153495,0.3126208484172821,0.5127730369567871,0.0191569924354553,0.3193887174129486,0.4628461897373199,-0.0128751201555132,0.3218438923358917,0.5425841808319092,-0.0163971129804849,0.3198237717151642,0.5578576326370239,-0.0084488214924931,0.2787497639656067,0.5240262150764465,0.0055598877370357,0.2863996922969818,0.4822377264499664,-0.026410199701786,0.2915089726448059,0.5595522522926331,-0.014377063140273,0.2877775132656097,0.5775660276412964,0.0042057535611093,0.2435949444770813,0.5398970246315002,-0.0090595306828618,0.2564772069454193,0.5011379718780518,-0.0205249767750501,0.2629842460155487,0.5533478856086731,-0.0052190185524523,0.2593115270137787,0.5723746418952942,0.0115672023966908
down,0.2792925834655761,0.7255951166152954,-6.682657840428874e-07,0.3309787213802337,0.6479523181915283,-0.001586296246387,0.3479875028133392,0.5547506213188171,0.0028731483034789,0.3584714829921722,0.486777663230896,0.0012197743635624,0.36984783411026,0.4376517534255981,0.0056667053140699,0.324057787656784,0.4988526999950409,0.0309259854257106,0.3339927196502685,0.4385996162891388,0.0019915685988962,0.3331305384635925,0.5055705904960632,-0.0090649100020527,0.3264579772949219,0.5271655321121216,-0.0105759501457214,0.2890751361846924,0.5058364272117615,0.0207528602331876,0.3050554394721985,0.4543254375457763,-0.0115485759451985,0.3078789412975311,0.5375981330871582,-0.0156447328627109,0.2990196943283081,0.5495517253875732,-0.0086415745317935,0.2551620900630951,0.5196655988693237,0.0040578651241958,0.2706106007099151,0.4747586250305176,-0.0287451557815074,0.275907039642334,0.5546581149101257,-0.0184622984379529,0.266039490699768,0.5697367787361145,-0.0016409581294283,0.2201417386531829,0.5387389659881592,-0.0131132677197456,0.2377322167158126,0.4990626275539398,-0.0248707961291074,0.2467655390501022,0.5533648729324341,-0.0103562474250793,0.2408813834190368,0.571796178817749,0.0052770758047699
down,0.6150312423706055,0.6844089031219482,-6.342970095829514e-07,0.5674782395362854,0.6262698769569397,-0.0114987036213278,0.5463177561759949,0.5418932437896729,-0.013155429624021,0.539497971534729,0.4806055426597595,-0.0160929765552282,0.5305633544921875,0.4341443181037903,-0.0143049219623208,0.5770423412322998,0.4840943813323974,0.0072898836806416,0.5702134370803833,0.4669446349143982,-0.0132529400289058,0.5743767619132996,0.5262700319290161,-0.0229366980493068,0.580752968788147,0.5343770384788513,-0.027556624263525,0.6114434003829956,0.4894241094589233,0.0030735845211893,0.5999084115028381,0.4836381673812866,-0.0169484913349151,0.5986658930778503,0.5446675419807434,-0.0182281043380498,0.6035239696502686,0.5422837734222412,-0.015302543528378,0.6464455723762512,0.506708562374115,-0.0059394696727395,0.6332386136054993,0.495278000831604,-0.0282818228006362,0.626947820186615,0.5518999695777893,-0.0179396085441112,0.6316051483154297,0.5523875951766968,-0.0063398308120667,0.678995668888092,0.5283433794975281,-0.0164228193461895,0.6685956716537476,0.5115126371383667,-0.0261184368282556,0.655738115310669,0.551902174949646,-0.0147328451275825,0.6578043699264526,0.5599991083145142,-0.0035400099586695
